Scenario,Day,Day Name,Period,Time,Activity,Demand,Coverage,Gap,Status
3,6,Sat,95,23:30,Activity 1,2,0,-2,Undercover
3,6,Sat,95,23:30,Activity 2,3,0,-3,Undercover
3,6,Sat,96,23:45,Activity 1,0,0,0,Exact
3,6,Sat,96,23:45,Activity 2,0,0,0,Exact
3,7,Sun,1,00:00,Activity 1,6,0,-6,Undercover
3,7,Sun,1,00:00,Activity 2,2,0,-2,Undercover
3,7,Sun,2,00:15,Activity 1,6,0,-6,Undercover
3,7,Sun,2,00:15,Activity 2,1,0,-1,Undercover
3,7,Sun,3,00:30,Activity 1,4,0,-4,Undercover
3,7,Sun,3,00:30,Activity 2,1,0,-1,Undercover
3,7,Sun,4,00:45,Activity 1,9,1,-8,Undercover
3,7,Sun,4,00:45,Activity 2,2,2,0,Exact
3,7,Sun,5,01:00,Activity 1,2,2,0,Exact
3,7,Sun,5,01:00,Activity 2,2,1,-1,Undercover
3,7,Sun,6,01:15,Activity 1,8,2,-6,Undercover
3,7,Sun,6,01:15,Activity 2,1,1,0,Exact
3,7,Sun,7,01:30,Activity 1,4,3,-1,Undercover
3,7,Sun,7,01:30,Activity 2,4,0,-4,Undercover
3,7,Sun,8,01:45,Activity 1,2,0,-2,Undercover
3,7,Sun,8,01:45,Activity 2,4,3,-1,Undercover
3,7,Sun,9,02:00,Activity 1,2,2,0,Exact
3,7,Sun,9,02:00,Activity 2,1,1,0,Exact
3,7,Sun,10,02:15,Activity 1,5,0,-5,Undercover
3,7,Sun,10,02:15,Activity 2,3,3,0,Exact
3,7,Sun,11,02:30,Activity 1,2,2,0,Exact
3,7,Sun,11,02:30,Activity 2,3,1,-2,Undercover
3,7,Sun,12,02:45,Activity 1,3,1,-2,Undercover
3,7,Sun,12,02:45,Activity 2,2,2,0,Exact
3,7,Sun,13,03:00,Activity 1,4,0,-4,Undercover
3,7,Sun,13,03:00,Activity 2,3,3,0,Exact
3,7,Sun,14,03:15,Activity 1,1,1,0,Exact
3,7,Sun,14,03:15,Activity 2,3,2,-1,Undercover
3,7,Sun,15,03:30,Activity 1,5,1,-4,Undercover
3,7,Sun,15,03:30,Activity 2,2,2,0,Exact
3,7,Sun,16,03:45,Activity 1,4,4,0,Exact
3,7,Sun,16,03:45,Activity 2,0,1,1,Overcover
3,7,Sun,17,04:00,Activity 1,4,4,0,Exact
3,7,Sun,17,04:00,Activity 2,0,1,1,Overcover
3,7,Sun,18,04:15,Activity 1,2,2,0,Exact
3,7,Sun,18,04:15,Activity 2,0,3,3,Overcover
3,7,Sun,19,04:30,Activity 1,8,5,-3,Undercover
3,7,Sun,19,04:30,Activity 2,0,0,0,Exact
3,7,Sun,20,04:45,Activity 1,5,5,0,Exact
3,7,Sun,20,04:45,Activity 2,4,3,-1,Undercover
3,7,Sun,21,05:00,Activity 1,1,3,2,Overcover
3,7,Sun,21,05:00,Activity 2,5,5,0,Exact
3,7,Sun,22,05:15,Activity 1,7,6,-1,Undercover
3,7,Sun,22,05:15,Activity 2,2,2,0,Exact
3,7,Sun,23,05:30,Activity 1,3,6,3,Overcover
3,7,Sun,23,05:30,Activity 2,2,2,0,Exact
3,7,Sun,24,05:45,Activity 1,6,6,0,Exact
3,7,Sun,24,05:45,Activity 2,0,2,2,Overcover
3,7,Sun,25,06:00,Activity 1,9,8,-1,Undercover
3,7,Sun,25,06:00,Activity 2,0,0,0,Exact
3,7,Sun,26,06:15,Activity 1,3,3,0,Exact
3,7,Sun,26,06:15,Activity 2,2,5,3,Overcover
3,7,Sun,27,06:30,Activity 1,4,7,3,Overcover
3,7,Sun,27,06:30,Activity 2,1,1,0,Exact
3,7,Sun,28,06:45,Activity 1,10,5,-5,Undercover
3,7,Sun,28,06:45,Activity 2,2,2,0,Exact
3,7,Sun,29,07:00,Activity 1,2,4,2,Overcover
3,7,Sun,29,07:00,Activity 2,3,3,0,Exact
3,7,Sun,30,07:15,Activity 1,9,0,-9,Undercover
3,7,Sun,30,07:15,Activity 2,7,7,0,Exact
3,7,Sun,31,07:30,Activity 1,9,7,-2,Undercover
3,7,Sun,31,07:30,Activity 2,1,0,-1,Undercover
3,7,Sun,32,07:45,Activity 1,3,3,0,Exact
3,7,Sun,32,07:45,Activity 2,1,4,3,Overcover
3,7,Sun,33,08:00,Activity 1,6,6,0,Exact
3,7,Sun,33,08:00,Activity 2,2,1,-1,Undercover
3,7,Sun,34,08:15,Activity 1,7,6,-1,Undercover
3,7,Sun,34,08:15,Activity 2,1,1,0,Exact
3,7,Sun,35,08:30,Activity 1,6,6,0,Exact
3,7,Sun,35,08:30,Activity 2,1,1,0,Exact
3,7,Sun,36,08:45,Activity 1,3,9,6,Overcover
3,7,Sun,36,08:45,Activity 2,2,2,0,Exact
3,7,Sun,37,09:00,Activity 1,2,2,0,Exact
3,7,Sun,37,09:00,Activity 2,1,9,8,Overcover
3,7,Sun,38,09:15,Activity 1,4,5,1,Overcover
3,7,Sun,38,09:15,Activity 2,6,6,0,Exact
3,7,Sun,39,09:30,Activity 1,2,10,8,Overcover
3,7,Sun,39,09:30,Activity 2,1,1,0,Exact
3,7,Sun,40,09:45,Activity 1,5,10,5,Overcover
3,7,Sun,40,09:45,Activity 2,1,1,0,Exact
3,7,Sun,41,10:00,Activity 1,4,4,0,Exact
3,7,Sun,41,10:00,Activity 2,7,7,0,Exact
3,7,Sun,42,10:15,Activity 1,6,9,3,Overcover
3,7,Sun,42,10:15,Activity 2,2,2,0,Exact
3,7,Sun,43,10:30,Activity 1,8,9,1,Overcover
3,7,Sun,43,10:30,Activity 2,2,2,0,Exact
3,7,Sun,44,10:45,Activity 1,5,5,0,Exact
3,7,Sun,44,10:45,Activity 2,4,5,1,Overcover
3,7,Sun,45,11:00,Activity 1,11,10,-1,Undercover
3,7,Sun,45,11:00,Activity 2,0,0,0,Exact
3,7,Sun,46,11:15,Activity 1,4,8,4,Overcover
3,7,Sun,46,11:15,Activity 2,2,2,0,Exact
3,7,Sun,47,11:30,Activity 1,2,2,0,Exact
3,7,Sun,47,11:30,Activity 2,3,8,5,Overcover
3,7,Sun,48,11:45,Activity 1,10,7,-3,Undercover
3,7,Sun,48,11:45,Activity 2,1,1,0,Exact
3,7,Sun,49,12:00,Activity 1,6,6,0,Exact
3,7,Sun,49,12:00,Activity 2,1,2,1,Overcover
3,7,Sun,50,12:15,Activity 1,4,4,0,Exact
3,7,Sun,50,12:15,Activity 2,4,4,0,Exact
3,7,Sun,51,12:30,Activity 1,2,2,0,Exact
3,7,Sun,51,12:30,Activity 2,0,6,6,Overcover
3,7,Sun,52,12:45,Activity 1,3,3,0,Exact
3,7,Sun,52,12:45,Activity 2,0,3,3,Overcover
3,7,Sun,53,13:00,Activity 1,4,4,0,Exact
3,7,Sun,53,13:00,Activity 2,2,2,0,Exact
3,7,Sun,54,13:15,Activity 1,6,6,0,Exact
3,7,Sun,54,13:15,Activity 2,3,0,-3,Undercover
3,7,Sun,55,13:30,Activity 1,3,3,0,Exact
3,7,Sun,55,13:30,Activity 2,0,3,3,Overcover
3,7,Sun,56,13:45,Activity 1,7,6,-1,Undercover
3,7,Sun,56,13:45,Activity 2,3,0,-3,Undercover
3,7,Sun,57,14:00,Activity 1,3,3,0,Exact
3,7,Sun,57,14:00,Activity 2,3,3,0,Exact
3,7,Sun,58,14:15,Activity 1,3,4,1,Overcover
3,7,Sun,58,14:15,Activity 2,2,2,0,Exact
3,7,Sun,59,14:30,Activity 1,8,6,-2,Undercover
3,7,Sun,59,14:30,Activity 2,3,0,-3,Undercover
3,7,Sun,60,14:45,Activity 1,4,4,0,Exact
3,7,Sun,60,14:45,Activity 2,5,3,-2,Undercover
3,7,Sun,61,15:00,Activity 1,5,6,1,Overcover
3,7,Sun,61,15:00,Activity 2,1,1,0,Exact
3,7,Sun,62,15:15,Activity 1,5,5,0,Exact
3,7,Sun,62,15:15,Activity 2,7,2,-5,Undercover
3,7,Sun,63,15:30,Activity 1,4,4,0,Exact
3,7,Sun,63,15:30,Activity 2,3,3,0,Exact
3,7,Sun,64,15:45,Activity 1,6,5,-1,Undercover
3,7,Sun,64,15:45,Activity 2,2,2,0,Exact
3,7,Sun,65,16:00,Activity 1,1,1,0,Exact
3,7,Sun,65,16:00,Activity 2,1,6,5,Overcover
3,7,Sun,66,16:15,Activity 1,5,6,1,Overcover
3,7,Sun,66,16:15,Activity 2,1,1,0,Exact
3,7,Sun,67,16:30,Activity 1,2,2,0,Exact
3,7,Sun,67,16:30,Activity 2,3,5,2,Overcover
3,7,Sun,68,16:45,Activity 1,5,3,-2,Undercover
3,7,Sun,68,16:45,Activity 2,2,2,0,Exact
3,7,Sun,69,17:00,Activity 1,8,5,-3,Undercover
3,7,Sun,69,17:00,Activity 2,4,0,-4,Undercover
3,7,Sun,70,17:15,Activity 1,3,0,-3,Undercover
3,7,Sun,70,17:15,Activity 2,5,5,0,Exact
3,7,Sun,71,17:30,Activity 1,8,3,-5,Undercover
3,7,Sun,71,17:30,Activity 2,2,2,0,Exact
3,7,Sun,72,17:45,Activity 1,3,3,0,Exact
3,7,Sun,72,17:45,Activity 2,0,2,2,Overcover
3,7,Sun,73,18:00,Activity 1,3,3,0,Exact
3,7,Sun,73,18:00,Activity 2,1,2,1,Overcover
3,7,Sun,74,18:15,Activity 1,5,5,0,Exact
3,7,Sun,74,18:15,Activity 2,1,0,-1,Undercover
3,7,Sun,75,18:30,Activity 1,4,4,0,Exact
3,7,Sun,75,18:30,Activity 2,3,1,-2,Undercover
3,7,Sun,76,18:45,Activity 1,1,1,0,Exact
3,7,Sun,76,18:45,Activity 2,0,2,2,Overcover
3,7,Sun,77,19:00,Activity 1,2,2,0,Exact
3,7,Sun,77,19:00,Activity 2,0,1,1,Overcover
3,7,Sun,78,19:15,Activity 1,5,3,-2,Undercover
3,7,Sun,78,19:15,Activity 2,0,0,0,Exact
3,7,Sun,79,19:30,Activity 1,2,2,0,Exact
3,7,Sun,79,19:30,Activity 2,0,1,1,Overcover
3,7,Sun,80,19:45,Activity 1,5,3,-2,Undercover
3,7,Sun,80,19:45,Activity 2,0,0,0,Exact
3,7,Sun,81,20:00,Activity 1,8,1,-7,Undercover
3,7,Sun,81,20:00,Activity 2,2,2,0,Exact
3,7,Sun,82,20:15,Activity 1,1,1,0,Exact
3,7,Sun,82,20:15,Activity 2,5,2,-3,Undercover
3,7,Sun,83,20:30,Activity 1,1,1,0,Exact
3,7,Sun,83,20:30,Activity 2,0,2,2,Overcover
3,7,Sun,84,20:45,Activity 1,3,3,0,Exact
3,7,Sun,84,20:45,Activity 2,0,0,0,Exact
3,7,Sun,85,21:00,Activity 1,0,2,2,Overcover
3,7,Sun,85,21:00,Activity 2,1,1,0,Exact
3,7,Sun,86,21:15,Activity 1,3,3,0,Exact
3,7,Sun,86,21:15,Activity 2,0,0,0,Exact
3,7,Sun,87,21:30,Activity 1,2,2,0,Exact
3,7,Sun,87,21:30,Activity 2,2,1,-1,Undercover
3,7,Sun,88,21:45,Activity 1,2,2,0,Exact
3,7,Sun,88,21:45,Activity 2,1,1,0,Exact
3,7,Sun,89,22:00,Activity 1,0,0,0,Exact
3,7,Sun,89,22:00,Activity 2,5,3,-2,Undercover
3,7,Sun,90,22:15,Activity 1,6,3,-3,Undercover
3,7,Sun,90,22:15,Activity 2,0,0,0,Exact
3,7,Sun,91,22:30,Activity 1,3,3,0,Exact
3,7,Sun,91,22:30,Activity 2,0,0,0,Exact
3,7,Sun,92,22:45,Activity 1,4,0,-4,Undercover
3,7,Sun,92,22:45,Activity 2,1,0,-1,Undercover
3,7,Sun,93,23:00,Activity 1,1,0,-1,Undercover
3,7,Sun,93,23:00,Activity 2,1,0,-1,Undercover
3,7,Sun,94,23:15,Activity 1,3,0,-3,Undercover
3,7,Sun,94,23:15,Activity 2,1,0,-1,Undercover
3,7,Sun,95,23:30,Activity 1,5,0,-5,Undercover
3,7,Sun,95,23:30,Activity 2,2,0,-2,Undercover
3,7,Sun,96,23:45,Activity 1,0,0,0,Exact
3,7,Sun,96,23:45,Activity 2,0,0,0,Exact
