Scenario,Day,Day Name,Period,Time,Activity,Demand,Coverage,Gap,Status
3,4,Thu,63,15:30,Activity 1,5,5,0,Exact
3,4,Thu,63,15:30,Activity 2,0,2,2,Overcover
3,4,Thu,64,15:45,Activity 1,6,5,-1,Undercover
3,4,Thu,64,15:45,Activity 2,2,0,-2,Undercover
3,4,Thu,65,16:00,Activity 1,2,2,0,Exact
3,4,Thu,65,16:00,Activity 2,5,3,-2,Undercover
3,4,Thu,66,16:15,Activity 1,1,1,0,Exact
3,4,Thu,66,16:15,Activity 2,0,4,4,Overcover
3,4,Thu,67,16:30,Activity 1,1,1,0,Exact
3,4,Thu,67,16:30,Activity 2,7,4,-3,Undercover
3,4,Thu,68,16:45,Activity 1,7,2,-5,Undercover
3,4,Thu,68,16:45,Activity 2,1,1,0,Exact
3,4,Thu,69,17:00,Activity 1,3,3,0,Exact
3,4,Thu,69,17:00,Activity 2,1,0,-1,Undercover
3,4,Thu,70,17:15,Activity 1,3,3,0,Exact
3,4,Thu,70,17:15,Activity 2,1,0,-1,Undercover
3,4,Thu,71,17:30,Activity 1,1,1,0,Exact
3,4,Thu,71,17:30,Activity 2,0,2,2,Overcover
3,4,Thu,72,17:45,Activity 1,4,3,-1,Undercover
3,4,Thu,72,17:45,Activity 2,0,0,0,Exact
3,4,Thu,73,18:00,Activity 1,4,2,-2,Undercover
3,4,Thu,73,18:00,Activity 2,1,1,0,Exact
3,4,Thu,74,18:15,Activity 1,1,1,0,Exact
3,4,Thu,74,18:15,Activity 2,2,2,0,Exact
3,4,Thu,75,18:30,Activity 1,2,2,0,Exact
3,4,Thu,75,18:30,Activity 2,2,1,-1,Undercover
3,4,Thu,76,18:45,Activity 1,3,0,-3,Undercover
3,4,Thu,76,18:45,Activity 2,4,3,-1,Undercover
3,4,Thu,77,19:00,Activity 1,5,3,-2,Undercover
3,4,Thu,77,19:00,Activity 2,3,0,-3,Undercover
3,4,Thu,78,19:15,Activity 1,2,2,0,Exact
3,4,Thu,78,19:15,Activity 2,0,1,1,Overcover
3,4,Thu,79,19:30,Activity 1,3,3,0,Exact
3,4,Thu,79,19:30,Activity 2,0,0,0,Exact
3,4,Thu,80,19:45,Activity 1,2,2,0,Exact
3,4,Thu,80,19:45,Activity 2,0,1,1,Overcover
3,4,Thu,81,20:00,Activity 1,1,1,0,Exact
3,4,Thu,81,20:00,Activity 2,2,2,0,Exact
3,4,Thu,82,20:15,Activity 1,9,3,-6,Undercover
3,4,Thu,82,20:15,Activity 2,1,0,-1,Undercover
3,4,Thu,83,20:30,Activity 1,1,1,0,Exact
3,4,Thu,83,20:30,Activity 2,2,2,0,Exact
3,4,Thu,84,20:45,Activity 1,11,0,-11,Undercover
3,4,Thu,84,20:45,Activity 2,1,0,-1,Undercover
3,4,Thu,85,21:00,Activity 1,2,0,-2,Undercover
3,4,Thu,85,21:00,Activity 2,1,0,-1,Undercover
3,4,Thu,86,21:15,Activity 1,1,0,-1,Undercover
3,4,Thu,86,21:15,Activity 2,1,0,-1,Undercover
3,4,Thu,87,21:30,Activity 1,1,0,-1,Undercover
3,4,Thu,87,21:30,Activity 2,1,0,-1,Undercover
3,4,Thu,88,21:45,Activity 1,2,0,-2,Undercover
3,4,Thu,88,21:45,Activity 2,0,0,0,Exact
3,4,Thu,89,22:00,Activity 1,2,0,-2,Undercover
3,4,Thu,89,22:00,Activity 2,2,0,-2,Undercover
3,4,Thu,90,22:15,Activity 1,2,0,-2,Undercover
3,4,Thu,90,22:15,Activity 2,0,0,0,Exact
3,4,Thu,91,22:30,Activity 1,2,0,-2,Undercover
3,4,Thu,91,22:30,Activity 2,2,0,-2,Undercover
3,4,Thu,92,22:45,Activity 1,3,0,-3,Undercover
3,4,Thu,92,22:45,Activity 2,1,0,-1,Undercover
3,4,Thu,93,23:00,Activity 1,3,0,-3,Undercover
3,4,Thu,93,23:00,Activity 2,1,0,-1,Undercover
3,4,Thu,94,23:15,Activity 1,4,0,-4,Undercover
3,4,Thu,94,23:15,Activity 2,0,0,0,Exact
3,4,Thu,95,23:30,Activity 1,3,0,-3,Undercover
3,4,Thu,95,23:30,Activity 2,0,0,0,Exact
3,4,Thu,96,23:45,Activity 1,0,0,0,Exact
3,4,Thu,96,23:45,Activity 2,0,0,0,Exact
3,5,Fri,1,00:00,Activity 1,2,2,0,Exact
3,5,Fri,1,00:00,Activity 2,0,3,3,Overcover
3,5,Fri,2,00:15,Activity 1,2,2,0,Exact
3,5,Fri,2,00:15,Activity 2,3,3,0,Exact
3,5,Fri,3,00:30,Activity 1,5,3,-2,Undercover
3,5,Fri,3,00:30,Activity 2,2,2,0,Exact
3,5,Fri,4,00:45,Activity 1,4,1,-3,Undercover
3,5,Fri,4,00:45,Activity 2,4,4,0,Exact
3,5,Fri,5,01:00,Activity 1,5,5,0,Exact
3,5,Fri,5,01:00,Activity 2,3,0,-3,Undercover
3,5,Fri,6,01:15,Activity 1,3,3,0,Exact
3,5,Fri,6,01:15,Activity 2,0,2,2,Overcover
3,5,Fri,7,01:30,Activity 1,3,3,0,Exact
3,5,Fri,7,01:30,Activity 2,4,2,-2,Undercover
3,5,Fri,8,01:45,Activity 1,3,3,0,Exact
3,5,Fri,8,01:45,Activity 2,2,2,0,Exact
3,5,Fri,9,02:00,Activity 1,4,4,0,Exact
3,5,Fri,9,02:00,Activity 2,0,1,1,Overcover
3,5,Fri,10,02:15,Activity 1,1,1,0,Exact
3,5,Fri,10,02:15,Activity 2,0,4,4,Overcover
3,5,Fri,11,02:30,Activity 1,3,3,0,Exact
3,5,Fri,11,02:30,Activity 2,2,2,0,Exact
3,5,Fri,12,02:45,Activity 1,2,4,2,Overcover
3,5,Fri,12,02:45,Activity 2,1,1,0,Exact
3,5,Fri,13,03:00,Activity 1,4,2,-2,Undercover
3,5,Fri,13,03:00,Activity 2,3,3,0,Exact
3,5,Fri,14,03:15,Activity 1,1,4,3,Overcover
3,5,Fri,14,03:15,Activity 2,1,1,0,Exact
3,5,Fri,15,03:30,Activity 1,1,4,3,Overcover
3,5,Fri,15,03:30,Activity 2,1,1,0,Exact
3,5,Fri,16,03:45,Activity 1,5,4,-1,Undercover
3,5,Fri,16,03:45,Activity 2,1,1,0,Exact
3,5,Fri,17,04:00,Activity 1,0,0,0,Exact
3,5,Fri,17,04:00,Activity 2,5,5,0,Exact
3,5,Fri,18,04:15,Activity 1,5,5,0,Exact
3,5,Fri,18,04:15,Activity 2,0,0,0,Exact
3,5,Fri,19,04:30,Activity 1,3,3,0,Exact
3,5,Fri,19,04:30,Activity 2,3,2,-1,Undercover
3,5,Fri,20,04:45,Activity 1,0,0,0,Exact
3,5,Fri,20,04:45,Activity 2,5,5,0,Exact
3,5,Fri,21,05:00,Activity 1,2,2,0,Exact
3,5,Fri,21,05:00,Activity 2,2,3,1,Overcover
3,5,Fri,22,05:15,Activity 1,0,5,5,Overcover
3,5,Fri,22,05:15,Activity 2,0,0,0,Exact
3,5,Fri,23,05:30,Activity 1,1,3,2,Overcover
3,5,Fri,23,05:30,Activity 2,2,2,0,Exact
3,5,Fri,24,05:45,Activity 1,8,1,-7,Undercover
3,5,Fri,24,05:45,Activity 2,6,6,0,Exact
3,5,Fri,25,06:00,Activity 1,6,6,0,Exact
3,5,Fri,25,06:00,Activity 2,3,1,-2,Undercover
3,5,Fri,26,06:15,Activity 1,7,3,-4,Undercover
3,5,Fri,26,06:15,Activity 2,4,4,0,Exact
3,5,Fri,27,06:30,Activity 1,4,6,2,Overcover
3,5,Fri,27,06:30,Activity 2,1,1,0,Exact
3,5,Fri,28,06:45,Activity 1,4,1,-3,Undercover
3,5,Fri,28,06:45,Activity 2,6,6,0,Exact
3,5,Fri,29,07:00,Activity 1,5,5,0,Exact
3,5,Fri,29,07:00,Activity 2,1,2,1,Overcover
3,5,Fri,30,07:15,Activity 1,7,7,0,Exact
3,5,Fri,30,07:15,Activity 2,2,0,-2,Undercover
3,5,Fri,31,07:30,Activity 1,4,6,2,Overcover
3,5,Fri,31,07:30,Activity 2,1,1,0,Exact
3,5,Fri,32,07:45,Activity 1,5,0,-5,Undercover
3,5,Fri,32,07:45,Activity 2,4,4,0,Exact
3,5,Fri,33,08:00,Activity 1,6,4,-2,Undercover
3,5,Fri,33,08:00,Activity 2,3,0,-3,Undercover
3,5,Fri,34,08:15,Activity 1,15,4,-11,Undercover
3,5,Fri,34,08:15,Activity 2,2,0,-2,Undercover
3,5,Fri,35,08:30,Activity 1,3,2,-1,Undercover
3,5,Fri,35,08:30,Activity 2,2,2,0,Exact
3,5,Fri,36,08:45,Activity 1,6,4,-2,Undercover
3,5,Fri,36,08:45,Activity 2,3,3,0,Exact
3,5,Fri,37,09:00,Activity 1,9,5,-4,Undercover
3,5,Fri,37,09:00,Activity 2,2,2,0,Exact
3,5,Fri,38,09:15,Activity 1,3,1,-2,Undercover
3,5,Fri,38,09:15,Activity 2,6,6,0,Exact
3,5,Fri,39,09:30,Activity 1,3,0,-3,Undercover
3,5,Fri,39,09:30,Activity 2,9,7,-2,Undercover
3,5,Fri,40,09:45,Activity 1,3,3,0,Exact
3,5,Fri,40,09:45,Activity 2,0,4,4,Overcover
3,5,Fri,41,10:00,Activity 1,4,4,0,Exact
3,5,Fri,41,10:00,Activity 2,3,3,0,Exact
3,5,Fri,42,10:15,Activity 1,6,6,0,Exact
3,5,Fri,42,10:15,Activity 2,1,1,0,Exact
3,5,Fri,43,10:30,Activity 1,10,7,-3,Undercover
3,5,Fri,43,10:30,Activity 2,10,0,-10,Undercover
3,5,Fri,44,10:45,Activity 1,11,1,-10,Undercover
3,5,Fri,44,10:45,Activity 2,6,6,0,Exact
3,5,Fri,45,11:00,Activity 1,6,5,-1,Undercover
3,5,Fri,45,11:00,Activity 2,2,2,0,Exact
3,5,Fri,46,11:15,Activity 1,2,1,-1,Undercover
3,5,Fri,46,11:15,Activity 2,6,6,0,Exact
3,5,Fri,47,11:30,Activity 1,13,6,-7,Undercover
3,5,Fri,47,11:30,Activity 2,1,1,0,Exact
3,5,Fri,48,11:45,Activity 1,6,6,0,Exact
3,5,Fri,48,11:45,Activity 2,0,1,1,Overcover
3,5,Fri,49,12:00,Activity 1,8,7,-1,Undercover
3,5,Fri,49,12:00,Activity 2,0,0,0,Exact
3,5,Fri,50,12:15,Activity 1,10,7,-3,Undercover
3,5,Fri,50,12:15,Activity 2,9,0,-9,Undercover
3,5,Fri,51,12:30,Activity 1,7,3,-4,Undercover
3,5,Fri,51,12:30,Activity 2,4,4,0,Exact
3,5,Fri,52,12:45,Activity 1,3,3,0,Exact
3,5,Fri,52,12:45,Activity 2,2,5,3,Overcover
3,5,Fri,53,13:00,Activity 1,6,6,0,Exact
3,5,Fri,53,13:00,Activity 2,6,2,-4,Undercover
3,5,Fri,54,13:15,Activity 1,0,4,4,Overcover
3,5,Fri,54,13:15,Activity 2,4,4,0,Exact
3,5,Fri,55,13:30,Activity 1,5,5,0,Exact
3,5,Fri,55,13:30,Activity 2,4,3,-1,Undercover
3,5,Fri,56,13:45,Activity 1,5,7,2,Overcover
3,5,Fri,56,13:45,Activity 2,1,1,0,Exact
3,5,Fri,57,14:00,Activity 1,5,5,0,Exact
3,5,Fri,57,14:00,Activity 2,0,3,3,Overcover
3,5,Fri,58,14:15,Activity 1,7,4,-3,Undercover
3,5,Fri,58,14:15,Activity 2,4,4,0,Exact
3,5,Fri,59,14:30,Activity 1,4,7,3,Overcover
3,5,Fri,59,14:30,Activity 2,1,1,0,Exact
3,5,Fri,60,14:45,Activity 1,3,3,0,Exact
3,5,Fri,60,14:45,Activity 2,5,5,0,Exact
3,5,Fri,61,15:00,Activity 1,8,8,0,Exact
3,5,Fri,61,15:00,Activity 2,4,0,-4,Undercover
3,5,Fri,62,15:15,Activity 1,3,3,0,Exact
3,5,Fri,62,15:15,Activity 2,8,5,-3,Undercover
3,5,Fri,63,15:30,Activity 1,2,5,3,Overcover
3,5,Fri,63,15:30,Activity 2,3,3,0,Exact
3,5,Fri,64,15:45,Activity 1,9,8,-1,Undercover
3,5,Fri,64,15:45,Activity 2,2,0,-2,Undercover
3,5,Fri,65,16:00,Activity 1,7,7,0,Exact
3,5,Fri,65,16:00,Activity 2,2,1,-1,Undercover
3,5,Fri,66,16:15,Activity 1,7,7,0,Exact
3,5,Fri,66,16:15,Activity 2,5,1,-4,Undercover
3,5,Fri,67,16:30,Activity 1,2,2,0,Exact
3,5,Fri,67,16:30,Activity 2,0,6,6,Overcover
3,5,Fri,68,16:45,Activity 1,4,4,0,Exact
3,5,Fri,68,16:45,Activity 2,6,1,-5,Undercover
3,5,Fri,69,17:00,Activity 1,3,1,-2,Undercover
3,5,Fri,69,17:00,Activity 2,4,4,0,Exact
3,5,Fri,70,17:15,Activity 1,8,0,-8,Undercover
3,5,Fri,70,17:15,Activity 2,5,5,0,Exact
3,5,Fri,71,17:30,Activity 1,7,5,-2,Undercover
3,5,Fri,71,17:30,Activity 2,2,0,-2,Undercover
3,5,Fri,72,17:45,Activity 1,0,5,5,Overcover
3,5,Fri,72,17:45,Activity 2,0,0,0,Exact
3,5,Fri,73,18:00,Activity 1,3,3,0,Exact
3,5,Fri,73,18:00,Activity 2,0,2,2,Overcover
3,5,Fri,74,18:15,Activity 1,4,4,0,Exact
3,5,Fri,74,18:15,Activity 2,1,1,0,Exact
3,5,Fri,75,18:30,Activity 1,5,5,0,Exact
3,5,Fri,75,18:30,Activity 2,2,0,-2,Undercover
3,5,Fri,76,18:45,Activity 1,3,3,0,Exact
3,5,Fri,76,18:45,Activity 2,0,1,1,Overcover
3,5,Fri,77,19:00,Activity 1,3,1,-2,Undercover
3,5,Fri,77,19:00,Activity 2,3,3,0,Exact
3,5,Fri,78,19:15,Activity 1,2,1,-1,Undercover
3,5,Fri,78,19:15,Activity 2,3,3,0,Exact
3,5,Fri,79,19:30,Activity 1,7,4,-3,Undercover
3,5,Fri,79,19:30,Activity 2,0,0,0,Exact
3,5,Fri,80,19:45,Activity 1,3,0,-3,Undercover
3,5,Fri,80,19:45,Activity 2,1,0,-1,Undercover
3,5,Fri,81,20:00,Activity 1,6,0,-6,Undercover
3,5,Fri,81,20:00,Activity 2,2,0,-2,Undercover
3,5,Fri,82,20:15,Activity 1,5,0,-5,Undercover
3,5,Fri,82,20:15,Activity 2,0,0,0,Exact
3,5,Fri,83,20:30,Activity 1,3,0,-3,Undercover
3,5,Fri,83,20:30,Activity 2,0,0,0,Exact
3,5,Fri,84,20:45,Activity 1,0,0,0,Exact
3,5,Fri,84,20:45,Activity 2,0,0,0,Exact
3,5,Fri,85,21:00,Activity 1,3,0,-3,Undercover
3,5,Fri,85,21:00,Activity 2,1,0,-1,Undercover
3,5,Fri,86,21:15,Activity 1,4,0,-4,Undercover
3,5,Fri,86,21:15,Activity 2,1,0,-1,Undercover
3,5,Fri,87,21:30,Activity 1,2,0,-2,Undercover
3,5,Fri,87,21:30,Activity 2,2,0,-2,Undercover
3,5,Fri,88,21:45,Activity 1,1,0,-1,Undercover
3,5,Fri,88,21:45,Activity 2,1,0,-1,Undercover
3,5,Fri,89,22:00,Activity 1,3,0,-3,Undercover
3,5,Fri,89,22:00,Activity 2,1,0,-1,Undercover
3,5,Fri,90,22:15,Activity 1,2,0,-2,Undercover
3,5,Fri,90,22:15,Activity 2,1,0,-1,Undercover
3,5,Fri,91,22:30,Activity 1,0,0,0,Exact
3,5,Fri,91,22:30,Activity 2,4,0,-4,Undercover
3,5,Fri,92,22:45,Activity 1,3,0,-3,Undercover
3,5,Fri,92,22:45,Activity 2,1,0,-1,Undercover
3,5,Fri,93,23:00,Activity 1,3,0,-3,Undercover
3,5,Fri,93,23:00,Activity 2,3,0,-3,Undercover
3,5,Fri,94,23:15,Activity 1,5,0,-5,Undercover
3,5,Fri,94,23:15,Activity 2,2,0,-2,Undercover
3,5,Fri,95,23:30,Activity 1,2,0,-2,Undercover
3,5,Fri,95,23:30,Activity 2,1,0,-1,Undercover
3,5,Fri,96,23:45,Activity 1,0,0,0,Exact
3,5,Fri,96,23:45,Activity 2,0,0,0,Exact
3,6,Sat,1,00:00,Activity 1,7,1,-6,Undercover
3,6,Sat,1,00:00,Activity 2,2,2,0,Exact
3,6,Sat,2,00:15,Activity 1,3,3,0,Exact
3,6,Sat,2,00:15,Activity 2,3,0,-3,Undercover
3,6,Sat,3,00:30,Activity 1,5,3,-2,Undercover
3,6,Sat,3,00:30,Activity 2,1,0,-1,Undercover
3,6,Sat,4,00:45,Activity 1,3,0,-3,Undercover
3,6,Sat,4,00:45,Activity 2,3,3,0,Exact
3,6,Sat,5,01:00,Activity 1,5,3,-2,Undercover
3,6,Sat,5,01:00,Activity 2,4,0,-4,Undercover
3,6,Sat,6,01:15,Activity 1,8,3,-5,Undercover
3,6,Sat,6,01:15,Activity 2,3,0,-3,Undercover
3,6,Sat,7,01:30,Activity 1,6,3,-3,Undercover
3,6,Sat,7,01:30,Activity 2,6,0,-6,Undercover
3,6,Sat,8,01:45,Activity 1,2,2,0,Exact
3,6,Sat,8,01:45,Activity 2,3,1,-2,Undercover
3,6,Sat,9,02:00,Activity 1,3,0,-3,Undercover
3,6,Sat,9,02:00,Activity 2,5,3,-2,Undercover
3,6,Sat,10,02:15,Activity 1,8,3,-5,Undercover
3,6,Sat,10,02:15,Activity 2,3,0,-3,Undercover
3,6,Sat,11,02:30,Activity 1,5,3,-2,Undercover
3,6,Sat,11,02:30,Activity 2,1,0,-1,Undercover
3,6,Sat,12,02:45,Activity 1,6,3,-3,Undercover
3,6,Sat,12,02:45,Activity 2,0,0,0,Exact
3,6,Sat,13,03:00,Activity 1,5,3,-2,Undercover
3,6,Sat,13,03:00,Activity 2,3,0,-3,Undercover
3,6,Sat,14,03:15,Activity 1,1,1,0,Exact
3,6,Sat,14,03:15,Activity 2,0,2,2,Overcover
3,6,Sat,15,03:30,Activity 1,6,0,-6,Undercover
3,6,Sat,15,03:30,Activity 2,4,3,-1,Undercover
3,6,Sat,16,03:45,Activity 1,3,3,0,Exact
3,6,Sat,16,03:45,Activity 2,0,4,4,Overcover
3,6,Sat,17,04:00,Activity 1,3,3,0,Exact
3,6,Sat,17,04:00,Activity 2,4,4,0,Exact
3,6,Sat,18,04:15,Activity 1,8,2,-6,Undercover
3,6,Sat,18,04:15,Activity 2,5,5,0,Exact
3,6,Sat,19,04:30,Activity 1,6,6,0,Exact
3,6,Sat,19,04:30,Activity 2,1,1,0,Exact
3,6,Sat,20,04:45,Activity 1,6,6,0,Exact
3,6,Sat,20,04:45,Activity 2,2,1,-1,Undercover
3,6,Sat,21,05:00,Activity 1,2,2,0,Exact
3,6,Sat,21,05:00,Activity 2,6,5,-1,Undercover
3,6,Sat,22,05:15,Activity 1,1,6,5,Overcover
3,6,Sat,22,05:15,Activity 2,1,1,0,Exact
3,6,Sat,23,05:30,Activity 1,7,7,0,Exact
3,6,Sat,23,05:30,Activity 2,3,0,-3,Undercover
3,6,Sat,24,05:45,Activity 1,14,4,-10,Undercover
3,6,Sat,24,05:45,Activity 2,6,6,0,Exact
3,6,Sat,25,06:00,Activity 1,13,8,-5,Undercover
3,6,Sat,25,06:00,Activity 2,2,2,0,Exact
3,6,Sat,26,06:15,Activity 1,5,9,4,Overcover
3,6,Sat,26,06:15,Activity 2,1,1,0,Exact
3,6,Sat,27,06:30,Activity 1,8,5,-3,Undercover
3,6,Sat,27,06:30,Activity 2,5,5,0,Exact
3,6,Sat,28,06:45,Activity 1,6,8,2,Overcover
3,6,Sat,28,06:45,Activity 2,2,2,0,Exact
3,6,Sat,29,07:00,Activity 1,6,5,-1,Undercover
3,6,Sat,29,07:00,Activity 2,5,5,0,Exact
3,6,Sat,30,07:15,Activity 1,15,10,-5,Undercover
3,6,Sat,30,07:15,Activity 2,9,0,-9,Undercover
3,6,Sat,31,07:30,Activity 1,7,7,0,Exact
3,6,Sat,31,07:30,Activity 2,3,3,0,Exact
3,6,Sat,32,07:45,Activity 1,10,7,-3,Undercover
3,6,Sat,32,07:45,Activity 2,2,0,-2,Undercover
3,6,Sat,33,08:00,Activity 1,6,6,0,Exact
3,6,Sat,33,08:00,Activity 2,8,1,-7,Undercover
3,6,Sat,34,08:15,Activity 1,8,7,-1,Undercover
3,6,Sat,34,08:15,Activity 2,5,0,-5,Undercover
3,6,Sat,35,08:30,Activity 1,2,3,1,Overcover
3,6,Sat,35,08:30,Activity 2,4,4,0,Exact
3,6,Sat,36,08:45,Activity 1,8,4,-4,Undercover
3,6,Sat,36,08:45,Activity 2,3,3,0,Exact
3,6,Sat,37,09:00,Activity 1,7,7,0,Exact
3,6,Sat,37,09:00,Activity 2,2,0,-2,Undercover
3,6,Sat,38,09:15,Activity 1,7,4,-3,Undercover
3,6,Sat,38,09:15,Activity 2,3,3,0,Exact
3,6,Sat,39,09:30,Activity 1,9,7,-2,Undercover
3,6,Sat,39,09:30,Activity 2,7,0,-7,Undercover
3,6,Sat,40,09:45,Activity 1,2,4,2,Overcover
3,6,Sat,40,09:45,Activity 2,3,3,0,Exact
3,6,Sat,41,10:00,Activity 1,6,6,0,Exact
3,6,Sat,41,10:00,Activity 2,3,1,-2,Undercover
3,6,Sat,42,10:15,Activity 1,5,6,1,Overcover
3,6,Sat,42,10:15,Activity 2,1,1,0,Exact
3,6,Sat,43,10:30,Activity 1,12,0,-12,Undercover
3,6,Sat,43,10:30,Activity 2,8,7,-1,Undercover
3,6,Sat,44,10:45,Activity 1,10,9,-1,Undercover
3,6,Sat,44,10:45,Activity 2,6,0,-6,Undercover
3,6,Sat,45,11:00,Activity 1,8,8,0,Exact
3,6,Sat,45,11:00,Activity 2,1,1,0,Exact
3,6,Sat,46,11:15,Activity 1,5,5,0,Exact
3,6,Sat,46,11:15,Activity 2,5,4,-1,Undercover
3,6,Sat,47,11:30,Activity 1,9,9,0,Exact
3,6,Sat,47,11:30,Activity 2,0,0,0,Exact
3,6,Sat,48,11:45,Activity 1,8,0,-8,Undercover
3,6,Sat,48,11:45,Activity 2,4,4,0,Exact
3,6,Sat,49,12:00,Activity 1,5,1,-4,Undercover
3,6,Sat,49,12:00,Activity 2,3,3,0,Exact
3,6,Sat,50,12:15,Activity 1,8,4,-4,Undercover
3,6,Sat,50,12:15,Activity 2,2,0,-2,Undercover
3,6,Sat,51,12:30,Activity 1,8,4,-4,Undercover
3,6,Sat,51,12:30,Activity 2,1,0,-1,Undercover
3,6,Sat,52,12:45,Activity 1,8,8,0,Exact
3,6,Sat,52,12:45,Activity 2,1,0,-1,Undercover
3,6,Sat,53,13:00,Activity 1,9,8,-1,Undercover
3,6,Sat,53,13:00,Activity 2,2,0,-2,Undercover
3,6,Sat,54,13:15,Activity 1,13,5,-8,Undercover
3,6,Sat,54,13:15,Activity 2,3,3,0,Exact
3,6,Sat,55,13:30,Activity 1,2,2,0,Exact
3,6,Sat,55,13:30,Activity 2,9,6,-3,Undercover
3,6,Sat,56,13:45,Activity 1,7,7,0,Exact
3,6,Sat,56,13:45,Activity 2,1,1,0,Exact
3,6,Sat,57,14:00,Activity 1,3,3,0,Exact
3,6,Sat,57,14:00,Activity 2,0,5,5,Overcover
3,6,Sat,58,14:15,Activity 1,12,8,-4,Undercover
3,6,Sat,58,14:15,Activity 2,3,0,-3,Undercover
3,6,Sat,59,14:30,Activity 1,11,7,-4,Undercover
3,6,Sat,59,14:30,Activity 2,1,1,0,Exact
3,6,Sat,60,14:45,Activity 1,1,0,-1,Undercover
3,6,Sat,60,14:45,Activity 2,8,8,0,Exact
3,6,Sat,61,15:00,Activity 1,2,2,0,Exact
3,6,Sat,61,15:00,Activity 2,1,6,5,Overcover
3,6,Sat,62,15:15,Activity 1,2,0,-2,Undercover
3,6,Sat,62,15:15,Activity 2,9,8,-1,Undercover
3,6,Sat,63,15:30,Activity 1,4,7,3,Overcover
3,6,Sat,63,15:30,Activity 2,1,1,0,Exact
3,6,Sat,64,15:45,Activity 1,7,5,-2,Undercover
3,6,Sat,64,15:45,Activity 2,1,1,0,Exact
3,6,Sat,65,16:00,Activity 1,11,6,-5,Undercover
3,6,Sat,65,16:00,Activity 2,5,0,-5,Undercover
3,6,Sat,66,16:15,Activity 1,7,4,-3,Undercover
3,6,Sat,66,16:15,Activity 2,2,2,0,Exact
3,6,Sat,67,16:30,Activity 1,5,5,0,Exact
3,6,Sat,67,16:30,Activity 2,7,1,-6,Undercover
3,6,Sat,68,16:45,Activity 1,8,4,-4,Undercover
3,6,Sat,68,16:45,Activity 2,5,0,-5,Undercover
3,6,Sat,69,17:00,Activity 1,4,4,0,Exact
3,6,Sat,69,17:00,Activity 2,1,0,-1,Undercover
3,6,Sat,70,17:15,Activity 1,5,2,-3,Undercover
3,6,Sat,70,17:15,Activity 2,2,2,0,Exact
3,6,Sat,71,17:30,Activity 1,7,4,-3,Undercover
3,6,Sat,71,17:30,Activity 2,3,0,-3,Undercover
3,6,Sat,72,17:45,Activity 1,1,1,0,Exact
3,6,Sat,72,17:45,Activity 2,3,3,0,Exact
3,6,Sat,73,18:00,Activity 1,5,4,-1,Undercover
3,6,Sat,73,18:00,Activity 2,0,0,0,Exact
3,6,Sat,74,18:15,Activity 1,9,4,-5,Undercover
3,6,Sat,74,18:15,Activity 2,1,0,-1,Undercover
3,6,Sat,75,18:30,Activity 1,9,4,-5,Undercover
3,6,Sat,75,18:30,Activity 2,1,0,-1,Undercover
3,6,Sat,76,18:45,Activity 1,7,0,-7,Undercover
3,6,Sat,76,18:45,Activity 2,1,1,0,Exact
3,6,Sat,77,19:00,Activity 1,6,1,-5,Undercover
3,6,Sat,77,19:00,Activity 2,2,0,-2,Undercover
3,6,Sat,78,19:15,Activity 1,8,0,-8,Undercover
3,6,Sat,78,19:15,Activity 2,6,1,-5,Undercover
3,6,Sat,79,19:30,Activity 1,6,1,-5,Undercover
3,6,Sat,79,19:30,Activity 2,0,0,0,Exact
3,6,Sat,80,19:45,Activity 1,2,0,-2,Undercover
3,6,Sat,80,19:45,Activity 2,2,1,-1,Undercover
3,6,Sat,81,20:00,Activity 1,1,1,0,Exact
3,6,Sat,81,20:00,Activity 2,4,0,-4,Undercover
3,6,Sat,82,20:15,Activity 1,5,1,-4,Undercover
3,6,Sat,82,20:15,Activity 2,1,0,-1,Undercover
3,6,Sat,83,20:30,Activity 1,8,0,-8,Undercover
3,6,Sat,83,20:30,Activity 2,2,1,-1,Undercover
3,6,Sat,84,20:45,Activity 1,3,0,-3,Undercover
3,6,Sat,84,20:45,Activity 2,1,0,-1,Undercover
3,6,Sat,85,21:00,Activity 1,3,0,-3,Undercover
3,6,Sat,85,21:00,Activity 2,3,0,-3,Undercover
3,6,Sat,86,21:15,Activity 1,8,0,-8,Undercover
3,6,Sat,86,21:15,Activity 2,7,0,-7,Undercover
3,6,Sat,87,21:30,Activity 1,7,0,-7,Undercover
3,6,Sat,87,21:30,Activity 2,1,0,-1,Undercover
3,6,Sat,88,21:45,Activity 1,6,0,-6,Undercover
3,6,Sat,88,21:45,Activity 2,1,0,-1,Undercover
3,6,Sat,89,22:00,Activity 1,0,0,0,Exact
3,6,Sat,89,22:00,Activity 2,7,0,-7,Undercover
3,6,Sat,90,22:15,Activity 1,4,0,-4,Undercover
3,6,Sat,90,22:15,Activity 2,3,0,-3,Undercover
3,6,Sat,91,22:30,Activity 1,5,0,-5,Undercover
3,6,Sat,91,22:30,Activity 2,0,0,0,Exact
3,6,Sat,92,22:45,Activity 1,6,0,-6,Undercover
3,6,Sat,92,22:45,Activity 2,5,0,-5,Undercover
3,6,Sat,93,23:00,Activity 1,7,0,-7,Undercover
3,6,Sat,93,23:00,Activity 2,0,0,0,Exact
3,6,Sat,94,23:15,Activity 1,5,0,-5,Undercover
3,6,Sat,94,23:15,Activity 2,1,0,-1,Undercover
