Total Demand,Total Coverage,Net Gap,Overcover Periods,Exact Cover Periods,Undercover Periods,% Overcover,% Exact Cover,% Undercover
3649,3301,-348,266,624,454,19.791666666666664,46.42857142857143,33.779761904761905
