stochastic_objective,deterministic_objective,det_on_stoch_objective,value_of_stochastic_solution,vss_percentage,stochastic_tours,deterministic_tours,stochastic_processing_time,deterministic_processing_time,timing,speedup
143655.0,inf,227880.0,84225.0,36.960242232754084,9,0,1.3272008895874023,0.4501810073852539,"{'stochastic': {'setup': 0.17520689964294434, 'solve': 1.3275079727172852, 'total': 1.5027270317077637}, 'deterministic': {'setup': 0.005148887634277344, 'solve': 0.45020103454589844, 'total': 0.45536184310913086}, 'evaluation': 0.413161039352417}",3.3000723588243734
